"gen","ibd.rate.1","ibd.rate.2","ibd.rate.3","ibd.rate.4","ibd.rate.5","ibd.rate.6","ibd.rate.7","ibd.rate.8","ibd.rate.9","ibd.rate.10","ibd.inter.1","ibd.inter.2","ibd.inter.3","ibd.inter.4","ibd.inter.5","ibd.inter.6","ibd.inter.7","ibd.inter.8","ibd.inter.9","ibd.inter.10","mantel.r.1","mantel.r.2","mantel.r.3","mantel.r.4","mantel.r.5","mantel.r.6","mantel.r.7","mantel.r.8","mantel.r.9","mantel.r.10","mantel.pval.1","mantel.pval.2","mantel.pval.3","mantel.pval.4","mantel.pval.5","mantel.pval.6","mantel.pval.7","mantel.pval.8","mantel.pval.9","mantel.pval.10"
12000,-0.110151549430913,-0.00239961706019139,0.00170520485933973,-0.0394447416228132,0.0272921167587421,0.151894146573529,-0.0033706646824493,-0.0427683768845659,-0.0198436830599824,0.0438832226313241,0.713632522086202,0.618230943743993,0.409277425884656,0.609477538991994,0.444653442754402,0.433581763620692,0.554827750442225,0.673870181244944,0.51037887315683,0.582388599695068,-0.344740666876018,-0.0304238511396547,0.017010142494368,-0.187156815207896,0.121401048122248,0.396172288845403,-0.00895443233007147,-0.178995600465864,-0.0814570778731573,0.111571576487404,0.9596,0.5496,0.462,0.8132,0.2816,0.0257,0.516,0.7965,0.6526,0.3017
