"gen","ibd.rate.1","ibd.rate.2","ibd.rate.3","ibd.rate.4","ibd.rate.5","ibd.rate.6","ibd.rate.7","ibd.rate.8","ibd.rate.9","ibd.rate.10","ibd.inter.1","ibd.inter.2","ibd.inter.3","ibd.inter.4","ibd.inter.5","ibd.inter.6","ibd.inter.7","ibd.inter.8","ibd.inter.9","ibd.inter.10","mantel.r.1","mantel.r.2","mantel.r.3","mantel.r.4","mantel.r.5","mantel.r.6","mantel.r.7","mantel.r.8","mantel.r.9","mantel.r.10","mantel.pval.1","mantel.pval.2","mantel.pval.3","mantel.pval.4","mantel.pval.5","mantel.pval.6","mantel.pval.7","mantel.pval.8","mantel.pval.9","mantel.pval.10"
12000,-0.00114063350706827,-0.0129217373856613,-0.0064262841025924,-0.00669463704501268,-0.00708189625187946,-0.0138534608801316,-0.00254174585850104,0.00893785212995408,-0.00484693034707328,-0.0048901425720174,0.0841228994091035,0.101080756983034,0.101610947201836,0.0983751547378031,0.101857790575043,0.122759736436535,0.0992905044670206,0.0714493455374457,0.105964871772702,0.0752799998528731,-0.064219088751497,-0.226767671913802,-0.21964860573122,-0.161756875429198,-0.173476622982189,-0.361507356085353,-0.0682661351113748,0.233427641212854,-0.158982578430522,-0.275468873398911,0.6207,0.866,0.8665,0.7767,0.8027,0.9716,0.5911,0.1248,0.7944,0.9298
