"gen","ibd.rate.1","ibd.rate.2","ibd.rate.3","ibd.rate.4","ibd.rate.5","ibd.rate.6","ibd.rate.7","ibd.rate.8","ibd.rate.9","ibd.rate.10","ibd.inter.1","ibd.inter.2","ibd.inter.3","ibd.inter.4","ibd.inter.5","ibd.inter.6","ibd.inter.7","ibd.inter.8","ibd.inter.9","ibd.inter.10","mantel.r.1","mantel.r.2","mantel.r.3","mantel.r.4","mantel.r.5","mantel.r.6","mantel.r.7","mantel.r.8","mantel.r.9","mantel.r.10","mantel.pval.1","mantel.pval.2","mantel.pval.3","mantel.pval.4","mantel.pval.5","mantel.pval.6","mantel.pval.7","mantel.pval.8","mantel.pval.9","mantel.pval.10"
12000,-0.00106264509417626,-0.0447667245088738,-0.0383015142087105,-0.0318919448569886,-0.0202113097350478,0.028978898546662,0.0274915806011893,-0.0406357898594773,-0.0429478567216199,0.0698173004313804,0.894209743627807,1.02159356851251,1.01618460606593,0.910686596391211,1.00800806165155,0.798857075897412,0.860450594544716,1.01038234759382,0.947689376357455,0.781034262073419,-0.0330956531448796,-0.214022541237874,-0.228691585148323,-0.150627785369531,-0.432301428538491,0.102574966518181,0.102922427940617,-0.1922609235482,-0.240772799408008,0.262842839105532,0.5463,0.719,0.7999,0.7616,0.9873,0.2979,0.3743,0.679,0.8685,0.1196
