GROUP 0,Haptypes,PrivHaps,SegSites,PairDiffs,HapDiver,NucltdDiv,TajimasD,F*,MismatDist,0 VS 1,PrivTo0,PrivTo1,PairDiffs,MeanDiv(Hs-bar),PoolDiv(Ht),Fst,0 VS 2,PrivTo0,PrivTo2,PairDiffs,MeanDiv(Hs-bar),PoolDiv(Ht),Fst,GROUP 1,Haptypes,PrivHaps,SegSites,PairDiffs,HapDiver,NucltdDiv,TajimasD,F*,MismatDist,1 VS 2,PrivTo1,PrivTo2,PairDiffs,MeanDiv(Hs-bar),PoolDiv(Ht),Fst,GROUP 2,Haptypes,PrivHaps,SegSites,PairDiffs,HapDiver,NucltdDiv,TajimasD,F*,MismatDist,COMBINED,Haptypes,PrivHaps,SegSites,PairDiffs,HapDiver,NucltdDiv,TajimasD,F*,MismatDist,MRCA,PRIORS,Growth Rate 0,Event Growth 0,Event Size 1,Abstract 0,Abstract 1
,499,499,204,42.6323,0.997992,0.121807,1.24806,-2.26733,{1 0 0 3 7 17 28 46 96 111 172 195 209 270 237 296 299 290 300 295 336 325 415 479 534 739 972 1229 1631 2081 2604 3386 3996 4506 5146 5453 5743 5736 5565 5354 4959 4558 4080 3663 3229 3063 2944 2873 2987 2937 2934 2863 2643 2302 1884 1591 1213 927 715 498 402 323 341 330 380 468 648 743 868 940 939 974 979 934 859 730 567 472 346 223 150 85 45 20 14 4 1 },,499,32,38.8994,0.983373,0.991685,0.00732255,,499,25,39.3038,0.978997,0.989498,0.0027825,,32,32,138,34.5968,0.96875,0.0988479,0.0367073,0.17868,{0 1 0 2 0 1 2 2 1 2 0 1 2 1 1 0 1 2 1 2 3 3 6 6 9 11 9 22 20 28 26 31 34 21 28 23 22 15 14 12 9 8 4 8 3 7 12 8 14 13 17 8 8 4 3 1 2 0 1 0 0 1 },,32,25,35.265,0.964375,0.982188,0.00250334,,25,25,131,35.7567,0.96,0.102162,0.121423,-0.281361,{0 0 1 0 0 1 0 0 1 0 1 0 0 0 1 0 1 0 1 0 3 0 12 5 14 13 14 22 13 16 14 16 7 12 9 11 10 7 6 0 1 5 2 3 5 5 5 6 6 8 3 4 9 2 0 1 0 0 0 1 0 1 2 5 1 2 2 0 2 0 1 0 2 1 0 1 1 0 1 1 },,556,556,204,41.9008,0.998198,0.119716,1.23389,-1.99195,{1 4 4 15 22 43 58 95 152 172 246 249 271 320 307 362 372 366 386 381 434 435 602 704 827 1157 1475 1889 2423 3060 3741 4764 5444 6006 6708 6963 7197 7044 6714 6359 5805 5264 4664 4240 3744 3621 3534 3482 3619 3624 3562 3443 3167 2708 2203 1811 1383 1048 800 564 443 387 404 406 455 583 774 890 1015 1099 1097 1129 1123 1066 971 816 636 526 382 245 162 92 47 21 14 4 1 },10981,,-0.0188421,-0.00246444,5.74534,35082.7,870.27
,500,500,208,50.4215,0.998,0.144061,1.92493,2.83337,{0 1 1 2 3 11 16 37 46 63 92 111 115 137 153 143 158 167 177 189 194 281 250 230 267 310 311 350 420 496 618 773 1007 1106 1315 1526 1751 1962 2065 2226 2335 2443 2592 2739 2903 3122 3419 3637 3992 4376 4604 4884 5275 5113 5250 5299 5252 5127 4804 4538 4194 3726 3299 2804 2380 1862 1445 1182 903 667 479 370 251 179 87 54 41 15 10 3 4 5 3 3 },,500,31,50.2407,0.9824,0.991199,-0.00524162,,500,24,48.8194,0.977401,0.9887,-0.00173372,,31,31,148,50.5867,0.966797,0.144533,1.43623,0.878108,{1 0 0 0 0 0 0 1 0 2 0 0 0 1 1 1 1 0 0 0 0 0 1 1 0 0 0 2 1 2 5 3 3 3 7 9 9 8 6 8 10 12 13 14 8 15 14 18 17 17 10 10 21 17 17 15 16 31 16 19 15 14 20 14 10 9 6 7 7 2 1 3 1 1 },,30,23,48.7687,0.961798,0.980274,-0.00446862,,24,24,140,47.3867,0.9568,0.13539,1.10274,0.455012,{1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 4 2 2 1 0 0 1 0 0 1 1 0 1 2 4 6 2 3 4 5 7 3 10 5 9 5 12 6 11 10 13 10 13 16 9 11 20 12 17 9 8 4 7 9 5 8 2 4 1 2 1 },,554,554,208,50.2596,0.998185,0.143599,1.97458,3.07506,{3 1 2 5 12 17 33 55 66 95 120 130 134 165 192 179 203 228 224 242 262 363 306 301 328 389 409 453 548 650 808 1013 1257 1415 1706 1935 2193 2446 2621 2812 2938 3085 3196 3439 3661 3948 4280 4604 4958 5452 5744 5984 6505 6286 6421 6467 6448 6280 5895 5605 5195 4566 4013 3431 2893 2300 1770 1463 1100 816 585 437 306 201 103 61 43 16 11 3 5 5 3 3 },4934,,-0.0171899,-0.00181567,1.32256,57591.8,3780.55
,500,500,205,54.5145,0.998,0.155756,2.39972,1.80123,{0 0 2 10 33 59 103 184 281 412 542 604 658 753 751 746 799 788 740 769 775 746 674 696 700 674 796 1037 1341 1677 2058 2441 2857 3209 3562 3783 3840 3736 3732 3571 3346 3209 2990 2524 2249 1798 1386 1068 731 671 494 528 600 599 748 850 821 901 746 707 638 523 445 381 244 203 155 98 58 41 26 15 23 55 100 198 328 489 698 1012 1337 1721 2038 2558 3103 3463 3725 4022 3943 3642 3171 2634 1935 1522 1140 754 484 278 183 120 70 38 26 3 2 3 },,500,32,54.0154,0.983377,0.991687,0.00183043,,500,25,54.0822,0.979001,0.9895,0.00224836,,32,32,148,53.3185,0.96875,0.152339,1.71979,1.44318,{0 2 4 1 0 0 1 5 2 1 0 1 1 2 2 7 12 5 2 0 2 2 4 6 4 9 13 11 10 15 12 15 14 10 11 8 13 5 10 3 4 8 3 4 2 2 1 1 2 2 5 3 5 1 2 2 6 7 4 7 6 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5 2 9 11 14 13 20 29 17 17 9 8 16 5 6 6 2 1 0 1 },,32,25,52.18,0.964375,0.982188,-0.022664,,25,25,151,53.4067,0.96,0.15259,1.33216,1.02495,{0 0 0 1 1 2 1 2 3 0 5 3 1 3 3 3 3 2 2 1 1 0 0 2 2 3 5 4 9 10 11 5 8 8 9 10 8 5 6 4 3 1 2 2 2 0 1 2 2 1 1 0 2 0 2 2 0 0 4 2 3 3 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5 4 9 7 9 13 6 4 10 18 8 8 4 2 4 0 1 1 },,557,557,206,54.41,0.998205,0.155457,2.43338,2.44178,{0 6 14 26 66 108 187 289 412 543 656 742 812 892 904 945 1015 1007 964 973 967 925 808 825 845 880 1124 1432 1840 2289 2791 3265 3730 4107 4453 4692 4692 4495 4447 4241 3962 3754 3405 2944 2586 2057 1609 1253 878 828 637 668 757 768 946 1059 1016 1108 935 919 798 674 581 461 321 256 182 114 63 43 27 16 25 55 106 216 371 563 815 1192 1627 2118 2608 3234 3947 4455 4751 5054 4894 4513 3868 3241 2435 1900 1364 957 603 358 227 150 85 44 28 3 2 3 },15829,,-0.0236019,-0.000946437,2.4579,8413.06,2034.25
,500,500,211,65.3781,0.998,0.186795,3.29034,31.3061,{0 0 1 2 6 6 21 22 29 54 61 89 94 124 122 135 145 133 164 194 191 180 232 246 277 343 343 421 414 496 564 602 770 767 930 1042 1146 1375 1374 1538 1611 1730 1638 1747 1753 1690 1626 1697 1705 1866 1942 2070 2165 2383 2564 2556 2617 2831 2757 2743 2767 2666 2695 2603 2473 2393 2251 2040 1791 1700 1474 1305 1155 937 705 659 538 332 284 211 144 122 167 207 347 499 697 989 1295 1663 2010 2378 2738 2786 2915 2790 2750 2550 2308 1918 1644 1361 1002 734 539 378 213 134 72 51 15 8 2 0 1 },,500,32,69.1221,0.983377,0.991687,0.0132062,,500,25,65.7879,0.979001,0.9895,-0.0019173,,32,32,163,71.0403,0.96875,0.202972,2.88542,2.50115,{0 0 0 0 1 0 0 0 1 0 1 0 2 0 0 1 2 1 1 0 1 1 0 0 1 1 2 2 4 3 3 5 3 2 3 3 3 3 3 2 4 1 4 2 5 6 3 3 6 8 1 9 8 8 9 6 12 16 12 12 10 8 13 11 3 5 8 5 7 3 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 5 7 10 5 13 21 10 15 8 17 11 17 16 24 11 10 5 8 5 6 5 },,32,25,68.2188,0.964375,0.982188,-0.00771654,,25,25,162,66.45,0.96,0.189857,2.18156,1.67581,{0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 3 3 0 0 1 4 0 2 3 5 4 3 2 4 1 4 6 1 4 4 0 4 3 6 6 2 5 13 9 3 6 6 6 6 3 8 6 1 5 2 1 0 2 0 0 4 4 0 1 0 0 0 3 0 0 0 0 0 0 0 0 1 0 1 4 1 4 5 7 11 12 12 9 10 11 8 7 5 4 5 3 1 2 2 0 0 1 },,557,557,211,65.8329,0.998205,0.188094,3.41305,-1.#IND,{0 0 3 3 10 10 38 35 45 75 88 112 125 145 156 180 191 172 211 246 237 247 286 328 347 425 433 556 560 653 723 809 977 1005 1161 1324 1410 1699 1716 1840 1919 2066 1932 2067 2038 2006 1913 2021 2074 2253 2378 2580 2729 2965 3202 3223 3282 3500 3422 3335 3348 3240 3230 3125 2935 2820 2644 2395 2084 1967 1690 1504 1302 1044 788 723 583 355 305 236 155 139 198 259 446 629 932 1287 1703 2175 2636 3115 3570 3692 3828 3702 3676 3367 3039 2527 2169 1752 1299 954 697 485 268 155 94 64 18 9 2 0 1 },15774,,-0.0166298,-0.002175,1.91655,68129.2,2608.85
,499,499,211,54.689,0.997992,0.156254,2.26515,2.41421,{1 2 1 2 9 8 23 36 64 72 104 144 163 198 224 272 259 292 337 321 366 447 450 504 595 645 794 844 974 1057 1156 1212 1305 1456 1453 1486 1585 1598 1583 1607 1685 1613 1548 1500 1572 1626 1625 1778 1977 2027 2328 2453 2748 2783 3140 3135 3223 3216 3233 3164 3343 3361 3335 3382 3643 3438 3455 3428 3188 3057 2802 2576 2354 2137 1930 1660 1540 1303 1072 952 771 601 446 344 229 180 95 59 25 14 4 2 0 1 },,499,32,54.2159,0.983373,0.991685,-0.00125642,,499,25,53.0509,0.978997,0.989498,0.0035137,,32,32,155,53.879,0.96875,0.15394,1.52663,1.10647,{0 0 2 0 1 0 0 0 0 3 0 1 1 1 1 0 0 0 2 0 1 3 5 5 4 2 7 5 4 4 5 4 8 4 4 5 2 3 3 4 2 4 7 8 6 4 10 7 12 16 13 13 7 10 11 13 12 15 7 9 10 12 12 18 8 13 23 14 20 7 8 10 14 7 8 11 5 2 4 3 2 4 0 0 1 },,31,24,51.3188,0.964375,0.981562,-0.022229,,25,25,147,51.04,0.96,0.145829,1.23454,0.783281,{0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 1 1 1 0 0 1 6 4 2 2 9 4 2 4 2 3 2 1 2 0 4 2 3 2 0 3 4 1 4 5 6 11 9 12 14 6 11 4 8 8 10 5 5 7 8 3 2 10 4 2 6 9 7 8 13 6 5 6 6 2 3 3 0 2 },,555,555,212,54.4808,0.998192,0.155659,2.28921,1.85282,{2 4 3 6 15 24 38 52 97 125 154 216 227 263 282 340 327 369 416 430 468 580 593 686 825 901 1024 1136 1240 1316 1424 1518 1599 1724 1767 1781 1868 1880 1892 1913 1966 1913 1888 1829 1988 2045 2132 2314 2565 2668 3007 3158 3514 3589 3912 3891 4009 4044 4021 3988 4066 4157 4026 4158 4343 4204 4208 4176 3953 3719 3474 3200 2982 2684 2425 2052 1866 1596 1283 1134 893 689 509 396 261 202 104 68 30 15 4 2 0 1 },5127,,-0.0178377,-0.00251679,4.59789,47419,1087.45
,500,500,216,59.5527,0.998,0.170151,2.6009,-10.0669,{0 3 0 2 4 9 17 36 45 83 114 154 161 197 202 215 224 213 243 242 229 277 309 345 393 456 563 580 566 696 709 848 915 898 1001 1039 1166 1305 1563 1697 1797 2008 2056 2175 2185 2170 2101 1937 1801 1548 1361 1178 1032 874 779 643 654 666 766 992 1281 1643 2249 2695 3233 3799 4243 4885 5194 5364 5373 5337 5006 4678 4200 3855 3299 2790 2243 1835 1514 1116 801 607 374 255 168 119 66 43 23 8 8 3 1 },,500,32,60.0769,0.983377,0.991687,-0.000483865,,500,25,59.4439,0.979001,0.9895,-0.00707861,,32,32,165,60.6593,0.96875,0.173312,1.83641,1.53604,{0 0 0 0 0 2 1 0 0 1 0 0 1 2 0 0 0 0 0 0 1 1 0 0 1 3 5 0 4 1 3 2 3 0 2 4 3 1 6 6 4 11 12 4 7 10 4 7 6 7 6 2 2 2 1 3 3 1 7 7 3 3 12 18 22 15 24 25 25 28 25 26 24 14 12 12 9 12 10 5 6 3 1 3 },,32,25,59.96,0.964375,0.982188,-0.0076379,,25,25,163,60.1767,0.96,0.171933,1.5663,1.38328,{0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 2 0 2 0 1 0 1 1 0 0 0 2 1 1 3 4 1 1 2 3 7 2 3 5 4 8 2 4 6 3 3 5 2 2 3 2 3 1 4 2 4 1 1 2 1 6 8 4 6 4 9 17 17 9 12 14 14 12 9 10 8 8 12 6 4 2 1 1 },,557,557,217,59.605,0.998205,0.1703,2.65225,-13.9886,{0 3 1 3 13 18 36 53 70 116 148 189 203 234 252 259 280 257 292 290 275 348 390 401 468 543 654 690 708 879 897 1044 1116 1105 1234 1306 1424 1619 1946 2103 2257 2514 2617 2703 2705 2635 2539 2348 2205 1866 1633 1425 1262 1025 935 791 794 832 946 1238 1607 2044 2751 3355 4085 4780 5379 6091 6467 6752 6763 6672 6273 5854 5282 4739 4131 3498 2780 2274 1857 1346 983 712 452 294 192 132 70 47 25 10 8 3 1 },6814,,-0.0177081,-0.00160702,1.12982,49299.3,4425.49
,500,500,206,35.7769,0.998,0.10222,0.534279,-10.9799,{0 2 1 1 10 8 22 30 40 63 71 89 93 134 118 171 216 264 315 415 574 691 992 1252 1532 1873 2207 2636 3020 3607 4055 4661 5428 6034 6928 7541 7935 8258 8387 7848 7390 6662 5672 4665 3717 2863 2055 1459 993 611 457 289 178 88 58 41 18 8 3 1 },,500,32,34.8871,0.983377,0.991687,0.00111733,,500,25,33.4338,0.979001,0.9895,-0.00138713,,32,32,131,33.9194,0.96875,0.0969124,0.162732,0.00041261,{0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 1 1 2 10 7 8 10 8 15 10 8 6 4 9 8 10 21 11 28 23 35 37 33 53 30 28 29 15 11 9 5 2 5 },,32,25,32.2925,0.964375,0.982188,-0.00801566,,25,25,116,31.1833,0.96,0.0890952,0.0595148,-0.0627803,{0 0 0 0 0 0 0 0 1 0 0 1 3 0 0 1 3 0 4 4 9 7 8 11 8 8 3 13 6 10 10 23 17 18 26 19 18 16 13 16 7 8 4 3 0 1 1 },,557,557,206,35.463,0.998205,0.101323,0.555372,-9.59109,{0 2 2 5 17 24 39 46 73 91 99 131 132 167 167 241 318 381 491 635 851 1038 1392 1729 2051 2540 2827 3334 3805 4478 5105 5897 6837 7622 8705 9443 9961 10256 10409 9714 8991 8019 6712 5488 4325 3276 2325 1649 1126 659 505 304 189 91 59 42 18 9 3 1 },1684,,-0.0163546,-0.00414292,33.7796,73991.9,148.018
,499,499,202,58.4438,0.997992,0.166982,2.87189,3.13571,{1 1 1 2 5 15 14 29 39 52 72 60 108 135 123 140 142 180 208 188 198 238 255 373 408 521 645 775 940 1104 1310 1396 1600 1617 1604 1807 1760 1788 1786 1716 1757 1647 1686 1660 1522 1571 1468 1510 1455 1325 1264 1244 1121 1030 912 802 783 762 823 928 1189 1535 1975 2514 3124 3707 4503 5039 5495 5903 5729 5801 5426 4734 4376 3624 3013 2428 1847 1328 987 632 444 285 190 113 65 47 29 12 14 5 4 3 2 1 1 },,499,32,58.068,0.983373,0.991685,-0.00167835,,499,24,59.2454,0.977397,0.988698,-0.00112334,,32,32,153,57.8871,0.96875,0.165392,1.9988,1.04792,{0 0 0 0 0 0 0 0 1 0 5 1 0 1 2 1 3 2 2 4 2 3 0 6 1 6 5 7 3 4 2 3 2 7 2 3 4 4 4 5 4 4 7 6 5 5 5 4 6 3 6 2 0 4 0 1 2 2 4 4 7 6 10 14 15 21 18 35 16 23 28 29 22 21 17 11 14 9 5 5 1 },,32,24,58.4875,0.962775,0.981388,-0.00933619,,24,24,157,60.18,0.9568,0.171943,1.7774,0.988545,{1 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 3 1 1 0 3 2 3 3 1 7 2 2 5 5 1 3 0 0 1 1 0 2 2 3 2 5 1 3 4 1 0 0 1 4 3 1 0 0 1 2 2 6 4 6 1 5 7 8 11 10 6 12 13 13 13 16 13 16 12 8 8 6 4 3 3 4 5 0 0 0 1 0 0 0 0 1 },,555,555,202,58.4715,0.998192,0.167061,2.94923,2.23211,{2 4 3 5 11 20 17 43 66 68 99 92 129 176 155 170 183 230 265 257 300 364 391 560 608 739 902 1050 1238 1449 1646 1718 1948 1938 1936 2149 2069 2160 2092 2025 2055 1913 1969 1951 1859 1915 1756 1812 1758 1588 1518 1457 1295 1169 1057 942 949 950 1073 1206 1556 1992 2534 3142 3965 4677 5630 6353 6796 7345 7179 7208 6798 5878 5436 4522 3806 3035 2328 1646 1197 789 557 373 241 145 87 66 35 17 21 8 5 5 3 1 1 },9540,,-0.0162666,-0.00261574,3.32905,75971.8,1501.93
,499,499,204,54.458,0.997992,0.155594,2.42019,0.365513,{1 0 3 8 22 29 52 105 150 236 336 425 536 575 623 653 628 590 575 527 616 735 868 943 1041 1148 1126 1106 1149 1284 1352 1503 1570 1838 2123 2219 2387 2422 2436 2333 2336 2165 2134 2216 2193 2145 2119 1935 1922 1545 1437 1168 1013 730 639 482 524 553 587 733 961 1254 1583 1946 2368 2791 3024 3196 3078 3004 2847 2466 2221 2021 1773 1749 1675 1714 1749 1777 1902 1933 1947 1937 1720 1495 1319 1072 899 627 496 399 262 212 159 99 94 52 41 22 12 3 2 },,499,31,51.6664,0.982396,0.991197,0.00848501,,499,24,52.8134,0.977397,0.988698,0.00882413,,31,31,154,47.998,0.966797,0.137137,0.974107,1.13326,{1 2 1 4 2 0 1 2 1 1 2 2 2 2 1 2 4 3 1 2 4 3 9 9 7 9 9 10 16 12 11 22 6 6 10 14 6 5 3 3 7 2 10 5 7 9 3 7 4 3 1 2 2 1 0 1 2 1 1 2 8 8 15 15 19 9 13 15 12 8 13 9 8 2 2 5 7 9 5 4 7 9 2 1 2 4 0 0 1 0 0 1 1 0 0 0 0 2 },,31,24,49.5213,0.961798,0.980899,0.0081566,,24,24,135,50.2367,0.9568,0.143533,1.60558,0.827388,{1 0 1 0 0 3 0 1 0 0 1 1 1 2 1 0 1 1 1 6 4 1 2 3 1 1 2 3 2 3 3 6 3 4 4 4 10 1 6 7 4 2 9 9 3 7 5 6 5 2 4 2 2 2 0 1 5 0 0 3 6 6 0 8 17 13 14 14 10 12 10 7 10 6 1 2 2 },,554,554,204,53.9824,0.998185,0.154235,2.44284,1.48794,{3 3 11 21 45 70 90 195 256 357 449 533 636 683 724 754 731 714 690 701 798 965 1130 1213 1350 1450 1446 1424 1498 1640 1771 1968 2097 2399 2771 2821 2964 2995 2941 2854 2810 2629 2653 2691 2686 2671 2634 2432 2340 1936 1737 1407 1164 851 746 576 643 697 752 951 1269 1710 2134 2593 3104 3678 3919 4115 3928 3800 3468 3076 2746 2429 2176 2048 1999 1989 2081 2070 2220 2267 2274 2233 2007 1710 1523 1217 1013 726 561 449 306 244 193 129 114 68 46 27 15 3 2 },11774,,-0.0221813,-0.00121247,2.39219,12883.4,2090.13
,500,500,218,63.9873,0.998,0.182821,2.96222,-1.#IND,{0 1 0 3 8 8 23 33 28 55 79 95 84 96 105 105 119 136 132 122 147 151 205 232 250 306 311 393 466 576 595 693 786 828 910 961 1019 1006 973 1017 997 895 940 785 762 776 910 956 1084 1180 1382 1592 1844 2170 2365 2684 2890 3112 3404 3701 3709 3890 3911 3886 3760 3492 3340 2932 2681 2442 2045 1771 1385 1156 944 886 780 807 1044 1237 1453 1758 2228 2319 2674 2801 2804 2696 2535 2285 1963 1585 1230 967 659 457 261 179 121 76 45 30 19 11 6 3 1 },,500,32,63.92,0.983377,0.991687,-0.00216131,,500,25,62.2674,0.979001,0.9895,0.00276449,,32,32,172,64.129,0.96875,0.183226,1.91786,1.60618,{0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 1 1 2 0 1 0 0 0 4 5 2 2 4 7 2 3 2 3 3 4 3 2 2 1 0 0 2 0 5 5 4 4 3 3 4 4 5 10 14 9 6 17 13 12 15 20 10 12 22 18 17 15 4 13 10 12 4 3 7 7 3 6 5 6 4 8 11 13 15 8 4 11 10 8 4 5 1 0 4 1 0 1 },,32,25,62.26,0.964375,0.982188,0.00150685,,25,25,160,60.2033,0.96,0.17201,1.67224,0.967769,{0 0 2 0 0 0 0 0 0 1 0 2 1 1 1 0 0 0 1 1 1 1 1 2 3 0 0 3 3 2 3 1 4 1 2 3 3 1 1 2 2 1 5 1 2 2 1 3 2 3 5 6 6 7 9 13 11 13 7 15 10 6 9 3 4 7 4 3 2 3 2 0 1 0 1 0 0 0 3 2 3 3 2 3 15 7 6 12 8 3 4 2 3 3 4 1 },,557,557,219,63.8257,0.998205,0.182359,2.99566,-1.#IND,{0 2 2 8 17 19 40 44 52 75 100 110 100 132 140 133 158 162 182 172 187 214 276 315 340 413 438 543 659 770 815 907 1011 1050 1185 1209 1266 1205 1175 1199 1165 1039 1098 936 929 964 1118 1209 1336 1502 1718 1987 2277 2637 2902 3335 3587 3897 4258 4631 4629 4836 4891 4762 4613 4319 4101 3611 3313 3004 2538 2245 1690 1413 1181 1075 970 989 1274 1513 1777 2196 2722 2895 3305 3454 3452 3337 3165 2795 2428 2031 1534 1179 807 559 315 221 136 83 53 37 22 11 7 6 2 },17663,,-0.0166398,-0.00183589,1.1559,67924,4325.63
,500,500,211,58.6328,0.998,0.167522,2.64341,1.50503,{0 1 1 5 3 10 8 26 27 56 74 99 104 124 147 169 184 180 218 209 233 272 278 325 374 356 482 548 588 754 837 959 1088 1158 1299 1394 1474 1588 1588 1645 1759 1803 1768 1783 1933 1950 1992 1735 1672 1505 1401 1269 1124 951 858 720 729 881 1044 1338 1715 2203 2798 3300 4158 4642 5279 5718 5952 6079 6028 5666 5149 4485 3644 2991 2325 1737 1259 943 570 389 280 174 77 50 26 9 4 },,500,31,57.1526,0.9824,0.991199,-0.00309495,,500,24,58.1066,0.977401,0.9887,0.00172502,,31,31,155,56.0262,0.966797,0.160075,1.73961,1.05163,{1 0 0 0 1 0 0 0 0 0 0 0 2 1 0 3 3 3 2 1 0 1 1 1 0 2 4 3 8 5 8 4 5 7 6 4 8 5 6 9 11 5 3 8 1 2 6 5 5 2 3 2 1 3 5 3 6 10 8 9 12 19 14 22 17 30 15 31 15 18 22 22 17 7 15 5 4 5 2 0 0 0 2 },,31,24,55.9325,0.961798,0.980899,-0.0137774,,24,24,155,57.38,0.9568,0.163943,1.58028,1.00584,{1 0 0 0 2 0 1 0 0 0 0 0 1 1 0 1 1 2 2 0 0 0 2 1 0 0 1 1 2 6 3 6 2 2 3 7 4 6 4 3 4 2 4 3 4 2 2 0 0 0 2 0 2 2 0 0 0 2 6 3 11 13 10 7 15 14 7 14 12 8 17 10 6 13 7 9 5 9 6 2 0 0 1 1 },,555,555,212,58.4127,0.998192,0.166893,2.66818,1.58028,{2 1 2 8 8 16 22 46 48 83 102 139 152 157 180 223 243 240 291 272 317 348 352 419 490 466 617 720 747 968 1058 1260 1454 1508 1697 1859 1902 2039 2015 2092 2158 2263 2208 2171 2328 2335 2351 2061 1962 1728 1599 1431 1251 1097 972 872 890 1131 1398 1763 2265 2914 3619 4210 5327 5911 6589 7167 7410 7479 7389 6962 6204 5450 4440 3621 2765 2100 1537 1129 660 456 325 199 87 55 28 12 4 },8194,,-0.0169108,-0.00256963,3.76892,62620.8,1326.64
,496,496,197,62.5659,0.997968,0.17876,3.44108,5.24835,{4 2 6 17 58 105 183 346 490 652 842 989 989 1080 1151 1214 1331 1364 1466 1470 1740 1941 2178 2559 3024 3187 3331 3381 3481 3050 2863 2247 1920 1292 916 601 355 220 107 71 21 13 6 4 4 10 25 55 117 237 355 529 787 1056 1203 1260 1289 1127 933 781 577 371 226 116 51 20 7 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 11 34 74 178 341 679 1110 1804 2840 3735 4746 5444 5935 6105 6225 5680 5089 3878 2940 1927 1222 662 371 180 83 38 7 2 1 },,495,25,62.63,0.977501,0.988719,0.00903362,,496,25,60.4509,0.978985,0.989492,0.0170591,,26,26,143,61.5625,0.957031,0.175893,2.79717,1.80716,{6 3 3 1 1 1 0 1 3 4 3 5 2 1 3 5 0 3 16 21 6 10 11 18 8 10 3 3 6 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 2 7 10 14 16 18 12 11 7 5 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 4 7 17 23 18 19 23 39 33 18 13 2 },,26,25,58.1213,0.958515,0.979258,-0.013707,,25,25,138,56.2733,0.96,0.160781,2.13996,1.3732,{0 0 2 0 3 2 4 3 1 2 1 2 2 5 4 6 7 13 12 11 11 13 10 9 3 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 7 3 6 5 8 3 2 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 2 3 9 9 8 11 13 20 6 15 10 8 7 0 1 },,546,546,198,62.3635,0.998134,0.178181,3.4679,5.68016,{11 11 42 42 151 216 363 532 672 834 1017 1198 1221 1333 1417 1502 1675 1711 1954 2004 2328 2640 2956 3418 3829 3952 4074 3975 3997 3455 3147 2468 2022 1374 955 618 364 223 109 72 21 13 6 5 6 16 43 78 190 379 609 848 1185 1549 1726 1787 1754 1516 1203 962 685 431 254 124 52 20 7 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 12 36 82 206 393 784 1302 2139 3373 4505 5792 6705 7294 7621 7719 7181 6355 4940 3694 2387 1447 760 423 198 90 39 7 2 1 },21779,,-0.0255973,-0.00112183,5.81852,4623.44,859.325
