GROUP 0,Haptypes,PrivHaps,SegSites,PairDiffs,HapDiver,NucltdDiv,TajimasD,F*,MismatDist,0 VS 1,PrivTo0,PrivTo1,PairDiffs,MeanDiv(Hs-bar),PoolDiv(Ht),Fst,0 VS 2,PrivTo0,PrivTo2,PairDiffs,MeanDiv(Hs-bar),PoolDiv(Ht),Fst,GROUP 1,Haptypes,PrivHaps,SegSites,PairDiffs,HapDiver,NucltdDiv,TajimasD,F*,MismatDist,1 VS 2,PrivTo1,PrivTo2,PairDiffs,MeanDiv(Hs-bar),PoolDiv(Ht),Fst,GROUP 2,Haptypes,PrivHaps,SegSites,PairDiffs,HapDiver,NucltdDiv,TajimasD,F*,MismatDist,COMBINED,Haptypes,PrivHaps,SegSites,PairDiffs,HapDiver,NucltdDiv,TajimasD,F*,MismatDist,MRCA,PRIORS,Growth Rate 0,Event Growth 0,Event Size 1,Abstract 0,Abstract 1
,499,499,216,65.5167,0.997992,0.18719,3.15997,10.9052,{1 0 0 1 8 7 9 15 17 29 38 63 74 84 81 113 121 122 142 149 154 229 210 252 304 427 501 553 669 721 772 861 969 939 1035 1013 1039 1070 1061 1093 1095 1051 1026 1062 1092 1042 1165 1294 1321 1502 1785 1870 1981 2222 2120 2161 2111 2033 1913 1851 1777 1657 1542 1532 1451 1482 1471 1563 1563 1548 1562 1648 1866 1879 2133 2389 2647 2856 3195 3551 3702 3901 3849 3895 3671 3527 3213 2780 2399 1993 1596 1265 982 662 488 361 223 124 76 47 18 13 6 3 0 0 1 },,499,31,63.8866,0.982396,0.991197,0.00140762,,499,24,66.0385,0.977397,0.988698,0.00118841,,31,31,165,62.0766,0.966797,0.177362,1.96861,1.72472,{1 0 0 1 0 0 1 0 1 0 0 2 1 0 0 0 0 1 1 0 2 3 2 0 3 5 5 7 4 5 3 3 6 2 4 6 2 4 2 0 1 2 2 2 4 2 1 5 6 2 6 8 12 12 7 12 13 16 9 14 9 6 10 6 8 5 6 6 9 7 3 12 8 6 7 9 8 9 19 17 19 15 9 15 14 14 8 4 7 4 3 1 },,31,24,65.1688,0.961798,0.980899,0.0142518,,24,24,160,66.4033,0.9568,0.189724,2.25373,1.59465,{1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 3 0 1 2 1 2 3 2 2 1 2 2 0 3 0 1 0 1 1 0 2 0 4 1 4 2 3 7 6 2 7 8 3 7 4 4 3 3 3 5 2 1 0 3 2 7 3 6 1 6 2 6 2 1 5 5 8 11 19 15 11 17 11 12 5 8 6 3 5 4 0 3 0 0 0 0 0 0 1 },,554,554,216,65.3792,0.998185,0.186798,3.22444,12.5762,{3 0 3 5 11 12 20 29 27 40 51 79 92 112 107 137 152 161 182 191 205 305 300 361 427 556 695 730 876 958 1007 1077 1225 1199 1284 1259 1245 1272 1254 1271 1295 1232 1190 1239 1305 1263 1390 1589 1685 1885 2180 2387 2444 2744 2616 2690 2635 2500 2366 2335 2235 2050 1932 1899 1789 1856 1847 1955 1979 1957 1970 2073 2318 2344 2678 2971 3329 3625 4046 4511 4728 4985 4820 4796 4541 4314 3879 3385 2901 2395 1902 1507 1155 768 547 410 246 137 82 50 20 14 6 3 0 0 1 },11293,,-0.0155978,-0.00229261,1.6776,92850.1,2980.45
,500,500,203,64.7046,0.998,0.18487,3.46696,4.94675,{0 0 3 4 16 41 62 108 172 202 302 322 415 440 413 387 452 413 437 475 430 480 543 608 667 860 969 1044 1161 1243 1163 1281 1186 1106 1016 965 912 949 891 731 639 556 487 514 574 682 935 1115 1384 1610 1869 2015 2278 2306 2452 2390 2293 2283 2092 1848 1723 1583 1419 1176 1030 963 924 911 1131 1304 1469 1789 2015 2166 2297 2212 2153 1994 1909 1640 1439 1322 1157 1024 1114 1141 1315 1546 1938 2197 2516 2523 2686 2613 2487 2291 2114 1980 1756 1380 1019 786 529 370 225 135 75 38 24 9 2 },,500,30,60.8777,0.981423,0.990711,0.0278553,,500,24,61.4881,0.977401,0.9887,-0.00123389,,30,30,135,53.6593,0.964844,0.153312,2.28757,1.44917,{2 0 2 2 0 0 0 1 0 1 2 1 2 3 6 2 1 5 2 6 7 6 10 9 2 3 7 0 3 2 9 6 6 7 4 5 5 1 2 0 0 0 0 1 0 4 2 3 8 8 12 14 11 14 12 17 16 12 8 8 8 5 5 1 2 1 1 5 8 12 11 12 11 22 18 28 18 18 11 7 6 2 1 1 },,30,24,55.9688,0.960822,0.980411,-0.00129636,,24,24,154,58.4233,0.9568,0.166924,1.71778,1.44656,{1 0 1 0 0 2 0 0 1 0 0 0 0 2 1 1 0 3 3 3 4 3 2 0 4 3 3 0 0 6 1 0 4 2 0 2 5 1 1 1 1 2 3 4 6 8 6 5 13 5 7 4 1 10 5 6 9 1 5 2 7 2 1 3 1 0 2 3 3 2 3 6 2 7 3 7 5 10 5 4 1 1 2 0 3 3 3 4 3 1 9 3 3 7 7 1 1 2 4 1 0 2 },,554,554,203,63.9568,0.998185,0.182734,3.47203,5.15727,{3 2 10 13 43 88 107 174 233 263 372 387 491 519 506 470 521 518 536 610 584 688 788 888 969 1174 1287 1373 1435 1521 1439 1526 1454 1348 1266 1207 1159 1150 1054 857 773 679 620 655 750 941 1243 1550 1859 2137 2424 2611 2869 2943 3074 2983 2870 2822 2616 2321 2136 1964 1724 1399 1278 1143 1111 1150 1439 1671 1960 2300 2627 2833 3029 2919 2751 2573 2421 2045 1761 1564 1382 1195 1290 1371 1543 1846 2299 2593 2992 3006 3172 3095 2905 2673 2454 2288 2007 1595 1152 881 582 411 246 140 79 40 27 9 2 },14169,,-0.0222114,-0.00118505,2.31657,12767.8,2158.36
,500,500,211,65.7559,0.998,0.187874,3.32657,9.09719,{0 0 1 2 13 20 24 66 99 131 172 232 251 277 273 299 286 259 261 249 276 293 283 369 443 540 696 824 908 1060 1144 1195 1292 1313 1292 1340 1334 1280 1250 1192 1223 1082 1039 887 733 648 543 462 379 305 266 302 391 520 747 1017 1260 1621 1871 2081 2264 2302 2235 2323 2257 2049 2092 1984 1946 1915 1965 1984 2061 2254 2256 2394 2640 2615 2702 2893 2990 2985 3157 3116 3205 3250 3237 3099 2999 2826 2490 2138 1777 1280 927 630 394 245 143 72 25 13 4 1 },,500,31,65.2038,0.9824,0.991199,-0.00379902,,500,25,64.6426,0.979001,0.9895,-0.00415674,,31,31,161,65.1472,0.966797,0.186135,2.40502,1.77784,{1 1 0 0 0 1 0 3 0 1 0 0 1 0 0 1 1 1 3 4 4 1 2 2 5 5 3 5 6 5 9 10 4 6 6 5 3 1 5 3 1 2 2 1 2 3 0 0 0 0 0 2 2 6 8 6 4 16 8 11 8 2 6 7 8 5 6 5 3 3 2 3 3 0 8 11 8 6 6 6 10 11 8 18 20 16 21 19 23 18 17 11 5 6 1 4 },,30,24,64.3713,0.963398,0.981074,-0.00366108,,25,25,157,64.0667,0.96,0.183048,2.14878,1.1276,{0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 2 0 1 0 1 1 1 2 2 0 1 4 3 2 3 3 2 1 4 3 5 3 3 1 1 2 0 3 2 0 2 1 1 0 0 1 0 2 4 1 4 0 3 7 2 5 7 9 7 3 4 4 7 8 7 7 6 4 11 11 4 10 12 12 7 6 10 13 7 5 7 7 3 4 5 1 },,555,555,212,65.5966,0.998192,0.187419,3.36059,9.50323,{2 2 4 5 27 34 48 112 146 185 217 292 307 329 316 353 346 308 321 307 334 372 388 500 622 767 913 1035 1158 1314 1464 1503 1573 1654 1617 1666 1659 1611 1603 1490 1488 1318 1237 1049 874 744 614 523 424 356 320 398 512 668 992 1334 1620 2113 2364 2621 2796 2875 2765 2882 2739 2497 2565 2414 2398 2330 2386 2385 2499 2783 2847 2977 3249 3256 3391 3617 3700 3703 3947 3933 4021 4088 4080 3910 3721 3463 3072 2609 2117 1515 1097 727 457 285 156 77 26 13 4 1 },8703,,-0.0195424,-0.00151035,1.69442,28435.1,2950.86
,500,500,207,54.3154,0.998,0.155187,2.32889,2.04306,{0 0 2 1 4 9 18 28 38 53 56 81 75 88 102 131 143 155 167 192 211 254 273 350 368 451 558 678 843 955 1183 1369 1671 1949 2188 2523 2612 2641 2655 2562 2455 2208 1965 1617 1422 1154 945 814 783 816 928 1115 1461 1736 2094 2601 2973 3159 3543 3904 4073 4312 4379 4647 4731 4828 4737 4632 4333 3855 3470 2892 2407 1779 1373 982 679 479 332 203 123 84 40 29 10 5 5 0 1 },,500,32,54.7746,0.983377,0.991687,0.000348142,,500,25,51.5154,0.979001,0.9895,0.00817348,,32,32,162,55.1956,0.96875,0.157702,1.4217,0.754811,{0 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 1 1 0 3 4 2 1 3 5 3 3 7 6 4 6 1 5 6 9 10 4 4 5 5 1 3 3 2 3 3 2 7 5 9 9 16 15 28 32 35 26 19 18 20 17 19 12 14 14 11 14 6 5 7 6 4 2 0 3 1 },,32,25,52.33,0.964375,0.982188,0.0152026,,25,25,146,47.8733,0.96,0.136781,0.945026,0.625419,{0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 1 0 2 1 3 3 3 2 2 5 5 10 6 5 9 9 12 11 13 13 10 2 3 3 3 0 0 1 0 0 1 0 2 2 1 2 4 6 7 7 12 6 7 11 11 13 10 13 10 6 7 7 5 3 3 1 1 },,557,557,208,54.1169,0.998205,0.15462,2.35333,3.01827,{0 5 6 4 7 17 35 51 59 73 70 99 101 120 139 163 186 191 221 242 272 339 355 458 506 619 739 888 1081 1261 1571 1763 2135 2468 2764 3162 3273 3295 3261 3098 2926 2619 2321 1933 1645 1342 1106 971 919 967 1124 1384 1857 2240 2676 3375 3864 4135 4579 4952 5176 5439 5495 5808 5848 5906 5798 5655 5284 4736 4137 3429 2879 2112 1615 1166 804 577 378 239 139 94 44 32 11 7 5 0 1 },6664,,-0.0162639,-0.00244812,2.58683,76033.9,1932.87
,499,499,215,65.2334,0.997992,0.186381,3.16151,-1.#IND,{1 0 1 1 3 4 16 19 41 37 89 99 140 130 131 177 121 128 151 142 131 160 170 175 203 215 272 292 338 360 416 469 513 633 674 758 852 971 1052 1002 1108 1052 1004 882 819 806 715 713 737 808 1034 1230 1614 2020 2459 2762 3057 3342 3300 3416 3132 3166 2800 2605 2333 1985 1764 1477 1496 1463 1561 1805 2022 2457 2859 3315 3666 3950 4214 4095 4249 3941 3793 3401 2959 2459 2070 1574 1263 950 654 433 325 221 135 78 55 30 15 5 6 3 0 1 },,499,32,65.5033,0.983373,0.991685,-0.000361164,,499,25,63.9772,0.978997,0.989498,-0.00106008,,32,32,169,65.8206,0.96875,0.188059,2.17334,1.79276,{0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 0 0 1 0 1 2 1 1 3 2 5 2 0 3 4 3 2 9 6 3 2 2 4 2 3 2 4 1 1 3 5 6 11 10 10 16 11 10 12 5 11 10 3 2 7 5 3 4 6 5 6 7 12 10 12 16 18 23 25 25 18 19 9 15 13 12 6 9 7 1 3 0 1 },,32,25,63.8787,0.964375,0.982188,-0.00719904,,25,25,165,62.8567,0.96,0.17959,1.74324,1.31994,{0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 6 3 3 1 3 6 3 0 3 4 1 1 2 0 0 1 2 1 0 1 0 1 2 1 6 2 8 7 6 9 12 14 14 6 5 6 5 3 5 2 2 1 5 2 0 2 3 7 6 13 7 6 11 17 9 11 11 3 6 8 3 1 0 3 2 0 1 },,556,556,216,65.1501,0.998198,0.186143,3.20275,-1.#IND,{1 1 2 2 5 17 29 33 65 59 111 115 170 154 154 199 140 144 186 185 156 202 219 220 274 282 347 381 427 454 536 627 679 814 868 991 1115 1242 1322 1247 1298 1278 1196 1046 969 931 862 864 927 1049 1340 1598 2089 2592 3137 3505 3903 4154 4086 4178 3795 3836 3324 3122 2776 2376 2105 1758 1798 1762 1900 2216 2583 3098 3622 4221 4625 5003 5344 5199 5340 4907 4719 4200 3657 2984 2510 1944 1527 1142 780 513 388 237 150 88 58 30 16 6 6 3 0 1 },9535,,-0.0169955,-0.00176153,1.15031,61050,4346.65
,500,500,208,52.4746,0.998,0.149927,2.12461,-0.232471,{0 0 1 2 2 12 18 32 31 67 70 99 103 139 143 130 160 179 174 198 204 214 240 293 383 452 536 571 773 846 955 1091 1181 1318 1505 1590 1646 1723 1767 1828 1865 1957 2125 2330 2580 2898 3334 3653 3873 4153 4361 4389 4251 4074 3780 3565 3219 2962 2896 2787 2663 2535 2446 2481 2589 2711 2685 2715 2731 2453 2331 2198 1930 1633 1277 975 760 589 416 303 235 143 105 51 27 18 12 7 3 },,500,31,50.7359,0.9824,0.991199,0.00174153,,500,25,50.3561,0.979001,0.9895,-0.00250655,,31,31,153,48.8206,0.966797,0.139487,1.08795,0.70323,{1 0 1 0 0 1 0 1 0 0 0 0 0 1 0 2 2 1 2 1 1 0 2 2 2 0 4 9 5 3 2 1 11 5 5 4 3 3 7 9 11 9 13 11 11 12 28 19 19 22 21 26 20 17 12 10 15 9 11 11 13 10 20 4 7 3 6 8 6 5 3 0 3 2 1 4 0 2 0 0 1 },,31,25,48.4025,0.963398,0.981699,-0.00522248,,25,25,149,48.49,0.96,0.138543,0.908413,0.582682,{0 0 0 0 0 0 0 1 0 1 0 0 1 1 1 1 0 3 4 0 4 5 0 1 1 2 2 1 5 4 4 2 4 3 2 0 1 4 5 1 2 1 1 4 7 16 15 10 14 13 20 17 8 8 11 6 1 6 6 7 5 5 3 6 4 4 4 4 5 4 6 3 2 2 0 0 1 0 4 0 0 1 },,556,556,209,52.0835,0.998198,0.14881,2.12945,-1.97622,{1 0 3 5 9 19 29 52 59 93 98 125 140 170 182 168 223 237 250 270 287 314 340 428 542 615 719 791 992 1108 1211 1341 1492 1638 1839 1940 1989 2090 2165 2234 2308 2422 2686 2946 3306 3798 4344 4733 5035 5352 5580 5491 5320 5063 4637 4352 3969 3647 3562 3429 3208 3135 3056 3054 3176 3297 3231 3287 3264 2909 2721 2573 2214 1837 1459 1106 888 695 483 357 277 168 124 60 31 22 15 7 4 },6093,,-0.0168775,-0.00252202,3.47425,63249.3,1439.16
,499,499,218,54.9523,0.997992,0.157007,2.12285,0.027852,{1 1 1 3 5 7 17 38 55 75 87 119 166 153 213 193 206 213 234 242 274 323 448 508 615 774 948 1191 1193 1396 1511 1648 1659 1772 1970 2059 2204 2314 2421 2523 2605 2525 2598 2513 2319 2184 1943 1647 1473 1230 1007 847 645 569 492 419 490 546 875 1244 1756 2295 2949 3516 4106 4684 4801 5007 4817 4573 4205 3882 3383 2981 2760 2288 1949 1612 1381 1028 876 582 436 320 219 155 89 55 47 20 17 6 3 1 },,499,32,57.492,0.983373,0.991685,0.00527264,,499,25,53.2298,0.978997,0.989498,-0.0046291,,32,32,161,59.4254,0.96875,0.169787,1.85829,1.43881,{0 3 0 1 0 0 0 0 0 0 1 1 1 1 2 5 1 3 4 0 2 1 2 3 4 5 5 3 4 1 1 0 2 8 4 6 6 10 4 2 7 13 10 7 0 3 6 5 1 0 1 2 2 1 0 0 0 0 1 1 4 6 4 9 10 11 24 22 14 28 28 26 17 17 19 24 12 13 14 13 9 9 2 2 2 0 1 },,32,25,55.8438,0.964375,0.982188,0.00234673,,25,25,148,52,0.96,0.148571,1.29673,0.634819,{0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 1 1 0 0 1 1 2 3 3 3 3 3 2 8 3 10 5 5 3 10 4 1 8 6 6 5 7 10 6 5 2 4 1 1 1 1 0 0 1 0 3 2 2 2 1 3 3 10 10 13 4 11 11 16 12 12 9 8 8 5 3 2 2 3 2 0 1 0 2 },,556,556,220,55.0889,0.998198,0.157397,2.1567,0.0996405,{1 5 1 11 12 22 31 55 79 107 117 155 205 194 253 247 254 281 310 325 385 446 614 701 860 1029 1188 1468 1496 1680 1829 2007 2015 2189 2428 2526 2737 2885 3043 3164 3201 3119 3152 2989 2780 2564 2269 1912 1724 1449 1187 983 736 645 571 492 565 657 1048 1507 2127 2779 3541 4206 5005 5666 5932 6245 6027 5751 5366 4990 4460 3879 3605 3013 2542 2085 1759 1346 1112 755 568 402 295 184 121 67 58 24 20 6 4 1 },8702,,-0.0177336,-0.00292721,8.24815,48924.1,606.197
,500,500,202,33.2424,0.998,0.0949783,0.349893,-3.44514,{0 0 1 5 10 30 58 108 156 211 301 351 354 432 451 470 466 577 637 711 813 1010 1223 1608 1848 2362 2911 3716 4431 5149 6060 6808 7521 8043 8185 8352 8209 7698 6999 6129 5138 4169 3426 2491 1744 1273 812 535 366 186 108 53 26 11 4 2 2 },,500,31,30.8871,0.9824,0.991199,0.0141234,,500,25,30.6587,0.979001,0.9895,0.00187632,,31,31,96,27.6593,0.966797,0.0790265,0.605715,0.0398182,{1 3 1 2 2 5 3 2 3 3 2 0 4 3 5 8 6 7 2 8 7 9 9 18 18 21 23 17 35 33 29 27 29 28 29 25 24 21 11 3 7 2 1 },,31,25,27.7,0.963398,0.981699,-0.00395802,,25,25,99,27.96,0.96,0.0798857,0.261577,-0.0436097,{0 0 1 0 1 0 1 0 2 2 0 1 1 2 3 2 1 9 7 12 3 7 7 8 12 13 13 12 17 17 15 29 22 13 17 11 13 9 7 6 2 1 1 },,556,556,203,32.7337,0.998198,0.0935248,0.332671,-3.94439,{1 5 9 21 46 69 107 183 235 292 385 449 486 556 585 632 659 826 932 1050 1229 1490 1791 2342 2616 3299 3951 4877 5819 6769 7857 8726 9531 9983 10076 10095 9793 9111 8173 7096 5872 4704 3824 2784 1912 1378 872 567 377 194 112 53 26 11 4 2 2 },1640,,-0.0211099,-0.00363571,65.7354,17767.4,76.0625
,498,498,210,46.8198,0.997984,0.133771,1.53163,-0.0235011,{2 1 6 8 16 35 55 62 121 158 213 220 235 247 271 328 357 394 449 517 620 739 801 945 966 1023 1095 1107 1209 1284 1437 1575 1897 2230 2732 3264 3735 4249 4452 4630 4478 4131 3744 3128 2652 2097 1731 1427 1401 1447 1636 1742 2063 2320 2607 2854 3060 3146 2980 3128 2895 2826 2778 2537 2495 2410 2245 2006 1765 1477 1312 1043 941 784 579 426 294 189 111 79 56 20 12 10 2 1 },,498,32,47.9395,0.983369,0.991683,0.00427676,,498,25,44.1033,0.978993,0.989496,-0.00139661,,32,32,147,48.6492,0.96875,0.138998,1.26933,0.740113,{0 1 2 1 1 0 0 3 2 0 0 1 0 1 2 3 6 1 4 1 7 5 3 0 1 1 1 2 2 5 6 2 19 4 17 10 22 13 16 10 6 4 2 7 5 0 2 8 6 10 8 12 9 17 13 13 14 15 10 5 7 8 12 11 10 8 17 14 10 13 8 12 10 7 1 3 2 1 1 },,32,25,45.5962,0.964375,0.982188,0.011331,,25,25,136,41.51,0.96,0.1186,0.604465,0.344091,{0 0 0 0 0 0 1 1 0 1 0 1 2 0 2 0 2 0 3 1 6 2 2 2 6 2 3 5 7 5 3 15 9 13 8 9 7 10 9 8 9 9 6 5 9 4 5 5 3 4 5 4 6 7 5 9 8 10 6 9 5 2 0 3 2 5 1 3 1 1 2 1 0 1 },,555,555,210,46.7054,0.998192,0.133444,1.5823,-0.0604375,{2 2 11 14 31 51 90 102 158 203 256 280 308 310 363 431 486 504 615 725 829 957 1026 1214 1239 1312 1317 1370 1476 1612 1824 2085 2492 2885 3552 4186 4711 5272 5455 5611 5318 4875 4316 3630 3095 2463 2059 1795 1769 1846 2106 2248 2623 2955 3311 3553 3860 3938 3732 3827 3536 3400 3363 3116 3029 2937 2751 2476 2204 1894 1667 1346 1218 983 753 540 361 237 137 95 64 25 14 11 2 1 },5240,,-0.0203022,-0.00172019,2.91553,22639.1,1714.96
,500,500,206,52.7397,0.998,0.150685,2.19967,2.68855,{0 2 3 3 17 27 61 72 107 152 183 210 228 259 264 284 269 291 270 310 318 320 381 436 490 515 637 749 817 964 1159 1263 1393 1552 1629 1679 1668 1722 1702 1607 1463 1420 1315 1316 1409 1691 1985 2432 2901 3402 3891 4342 4714 5099 5251 5260 5195 5029 4781 4250 3671 3043 2520 1943 1509 1160 872 734 648 522 591 615 696 878 990 1188 1311 1309 1407 1408 1301 1139 1094 884 657 514 343 262 163 98 59 28 17 10 4 3 },,500,32,52.5755,0.983377,0.991687,0.0101811,,500,25,51.2507,0.979001,0.9895,0.0061305,,32,32,145,51.3407,0.96875,0.146688,1.62416,0.991701,{0 1 1 0 1 0 1 0 1 3 2 0 0 1 3 0 3 0 1 4 1 7 4 6 2 4 7 1 3 3 3 6 0 6 1 3 5 7 3 5 3 3 6 7 3 14 12 18 19 8 12 21 18 21 14 17 21 21 22 16 8 6 10 7 2 0 4 1 4 1 8 6 1 9 6 4 5 9 6 5 7 4 2 3 1 1 1 },,32,25,50.9963,0.964375,0.982188,0.0148878,,25,25,149,49.1333,0.96,0.140381,0.973133,0.472476,{0 0 0 1 0 0 1 2 0 2 0 0 0 0 0 0 1 2 1 0 1 2 1 0 1 4 3 4 0 1 4 5 3 2 7 8 5 5 3 1 1 3 3 5 5 4 2 7 20 14 15 13 12 8 14 7 6 11 12 10 3 5 6 4 5 5 4 4 3 1 3 2 1 1 0 2 2 3 1 0 0 2 0 0 1 },,557,557,206,52.5821,0.998205,0.150235,2.2522,3.67352,{0 4 7 10 27 45 93 111 160 209 241 250 290 303 305 327 319 349 331 384 413 434 518 598 655 700 832 940 1034 1227 1427 1553 1721 1921 1994 2046 2013 2059 2028 1902 1721 1715 1602 1668 1802 2181 2545 3101 3827 4419 5042 5578 5924 6301 6440 6499 6381 6142 5829 5204 4523 3755 3072 2382 1818 1405 1054 887 788 683 767 794 911 1148 1280 1510 1640 1621 1704 1697 1536 1362 1277 1022 779 600 407 298 182 107 69 32 18 10 4 3 },11048,,-0.0197868,-0.00150401,1.80608,26424.5,2768.42
,500,500,209,51.5268,0.998,0.147219,2.00869,-0.100612,{0 2 0 6 17 31 67 111 166 219 284 309 369 354 376 382 441 407 523 492 546 575 724 818 925 1026 1080 1194 1360 1435 1495 1662 1703 1830 1726 1735 1546 1380 1275 1102 1019 1081 1193 1383 1597 1839 2206 2363 2625 2734 2839 3032 2887 2908 2755 2733 2953 3163 3594 3862 4374 4747 4869 4973 4583 4183 3643 2975 2154 1606 1105 747 535 364 207 194 160 133 121 158 181 210 288 280 339 390 376 392 369 341 277 308 220 185 115 75 51 24 14 14 8 2 1 },,500,32,52.5906,0.983377,0.991687,0.00286693,,500,25,51.4312,0.979001,0.9895,0.0103923,,32,32,159,53.3528,0.96875,0.152437,1.34188,1.467,{0 3 1 1 2 2 1 0 2 2 1 1 0 1 3 3 2 1 2 4 1 1 0 3 3 7 3 7 8 5 10 10 8 6 7 4 2 0 0 2 1 4 1 0 1 2 5 5 7 9 9 7 5 6 15 18 16 25 25 14 21 23 13 18 22 15 12 4 8 3 2 0 1 0 1 0 1 0 1 1 4 5 2 4 4 6 7 5 3 4 7 4 1 },,32,25,51.9213,0.964375,0.982188,0.00214756,,25,25,161,50.2667,0.96,0.143619,0.711083,0.114981,{0 1 1 0 0 1 1 0 4 0 2 1 1 0 1 0 1 0 1 0 0 0 0 0 1 1 4 3 4 2 4 2 7 5 6 2 8 3 4 5 0 3 3 10 4 8 8 11 3 9 6 5 9 13 4 7 11 3 10 11 13 10 8 8 3 7 5 1 4 1 0 1 1 0 0 0 1 1 0 2 2 1 0 3 4 3 1 0 1 2 2 0 1 },,557,557,211,51.6344,0.998205,0.147527,2.03822,-0.410355,{0 8 8 11 33 63 95 160 215 302 366 397 462 465 470 487 546 479 619 591 667 727 899 966 1095 1219 1333 1526 1729 1804 1903 2112 2151 2301 2139 2106 1876 1642 1528 1309 1251 1333 1463 1720 1991 2289 2726 2946 3228 3359 3416 3614 3500 3545 3409 3401 3797 4106 4631 4971 5554 5945 6052 6036 5582 5053 4357 3505 2545 1861 1299 863 631 417 235 207 183 177 163 211 248 309 422 434 489 547 542 563 560 508 423 420 303 252 168 109 67 42 27 20 9 2 1 },14824,,-0.0213127,-0.00109289,1.54073,16718.5,3245.21
,500,500,222,71.0378,0.998,0.202965,3.49982,-1.#IND,{0 1 2 7 7 7 13 30 51 57 69 89 118 140 147 159 190 176 174 167 156 172 159 184 158 184 174 251 320 398 521 628 729 907 1042 1223 1349 1455 1541 1649 1679 1770 1717 1630 1584 1439 1482 1342 1397 1475 1372 1467 1569 1587 1660 1641 1665 1755 1836 1804 1827 1610 1595 1628 1483 1413 1255 1050 871 725 568 444 341 277 180 139 113 124 148 227 315 482 726 925 1316 1658 2149 2692 3166 3505 3947 4332 4374 4547 4444 4069 3784 3391 2848 2382 1932 1453 1046 799 583 426 286 175 120 76 53 30 15 6 1 3 1 },,500,32,71.4007,0.983377,0.991687,0.00500863,,500,25,70.9041,0.979001,0.9895,0.000590472,,32,32,177,71.0484,0.96875,0.202995,2.35872,2.37389,{0 0 0 1 1 0 0 1 0 1 0 0 0 1 1 1 0 0 1 0 1 1 1 2 2 0 0 3 3 2 2 2 4 2 4 2 6 4 13 11 4 4 4 0 1 4 3 5 2 8 4 3 3 2 7 6 8 7 7 7 16 14 6 7 11 7 11 5 9 3 2 1 1 0 1 0 0 0 0 0 1 1 4 3 4 5 6 11 12 12 27 7 23 16 18 14 11 10 14 7 9 5 4 5 3 1 2 2 1 0 2 },,32,25,70.1813,0.964375,0.982188,-0.00977858,,25,25,171,70.6867,0.96,0.201962,2.23113,1.68865,{0 0 0 0 1 0 1 0 0 0 1 0 1 0 1 0 0 1 0 3 0 1 0 2 0 2 0 0 0 1 0 2 0 1 4 0 0 2 2 2 4 4 3 5 3 2 3 3 1 3 2 4 1 8 3 3 10 9 6 7 4 6 3 4 2 3 5 1 2 2 1 2 0 1 0 2 1 1 1 2 0 2 1 0 2 4 3 11 10 13 11 12 12 11 12 11 12 5 5 3 2 1 1 0 1 },,557,557,222,71.0594,0.998205,0.203027,3.58261,-1.#IND,{0 1 4 13 14 20 26 58 75 80 93 111 149 174 180 191 216 208 220 196 189 207 196 230 215 251 236 333 429 512 646 788 931 1106 1304 1499 1639 1784 1917 2018 2039 2129 2088 1945 1863 1746 1743 1603 1670 1742 1659 1791 1874 1993 2006 2063 2087 2208 2350 2322 2371 2123 2076 2106 1889 1784 1591 1307 1114 912 703 545 432 355 220 190 136 159 176 275 388 583 891 1168 1634 2090 2743 3384 3988 4439 4976 5350 5466 5661 5476 5058 4618 4149 3491 2909 2350 1760 1261 970 718 515 356 229 148 90 69 41 18 8 1 5 1 },16048,,-0.0165509,-0.00188038,1.20316,69759.8,4155.73
