"gen","ibd.rate.1","ibd.rate.2","ibd.rate.3","ibd.rate.4","ibd.rate.5","ibd.rate.6","ibd.rate.7","ibd.rate.8","ibd.rate.9","ibd.rate.10","ibd.inter.1","ibd.inter.2","ibd.inter.3","ibd.inter.4","ibd.inter.5","ibd.inter.6","ibd.inter.7","ibd.inter.8","ibd.inter.9","ibd.inter.10","mantel.r.1","mantel.r.2","mantel.r.3","mantel.r.4","mantel.r.5","mantel.r.6","mantel.r.7","mantel.r.8","mantel.r.9","mantel.r.10","mantel.pval.1","mantel.pval.2","mantel.pval.3","mantel.pval.4","mantel.pval.5","mantel.pval.6","mantel.pval.7","mantel.pval.8","mantel.pval.9","mantel.pval.10"
12000,-0.0307852811902861,0.0458317749696538,-0.0296930666553423,0.0345069677960589,0.00251294332528185,0.116252219100035,0.0184383111486567,-0.0600439996459563,-0.00641179209251613,0.0128164209465074,0.495398454282124,0.343742325486105,0.480555940585537,0.261615317367207,0.427712389000077,0.26430703838683,0.454217869043326,0.578948609167767,0.368270932258473,0.326650521534303,-0.139620499885377,0.195826154414556,-0.152860437786452,0.2125952370899,9.21743466013417e-05,0.440313084346924,0.0755666083654352,-0.181846498930213,-0.0410743827508856,0.112820886370679,0.7447,0.205,0.7342,0.1494,0.4729,0.008,0.3594,0.8071,0.5669,0.2881
