"gen","popA","popB","geo.dist","Sim1","Sim2","Sim3","Sim4","Sim5","Sim6","Sim7","Sim8","Sim9","Sim10"
12000,pop_2-2,pop_2-5,3,0.603789833835742,0.309651463704028,0.55238674657935,0.182569240966124,0.335034008257543,0.357037991774864,0.508510093961309,0.68136417035081,0.330623279132515,0.275337451384123
12000,pop_2-2,pop_2-8,6,0.509099011838648,0.376539000248897,0.663370315754865,0.308500279183336,0.431986130563626,0.365133836650652,0.688696118429508,0.369557380158045,0.278981695771092,0.414099981730367
12000,pop_2-5,pop_2-8,3,0.516096039905766,0.286078906790418,0.558634310971639,0.250521557094527,0.378939631932909,0.334757010888524,0.31477088625819,0.393707481367108,0.266672304682534,0.297904901434221
12000,pop_2-2,pop_5-2,3,0.528011185760026,0.369390525135212,0.537208779560045,0.298454662492702,0.370531568362579,0.523735152745328,0.500634344099192,0.386263163217873,0.249277920493994,0.337049208913313
12000,pop_2-5,pop_5-2,6,0.437310083236357,0.234794100972531,0.643313087328316,0.167655827692595,0.475442604226156,0.475444875534565,0.451134208829271,0.57833277196548,0.287246620201462,0.308805535252989
12000,pop_2-8,pop_5-2,9,0.410462434423826,0.271584551171879,0.598229798463641,0.168869604873033,0.332320086805957,0.254004949504081,0.45671620230927,0.435877466251298,0.242512174854708,0.334002993119693
12000,pop_2-2,pop_5-5,6,0.634906021884861,0.537914241405212,0.606149643288709,0.272161662738367,0.30485619316767,0.278792222893691,0.4159905582141,0.759927824253777,0.422327663304623,0.342599100824981
12000,pop_2-5,pop_5-5,3,0.511438416342577,0.307728888049803,0.638064697456156,0.337477228187361,0.646634567346086,0.309315233015498,0.610133080162847,0.550616855129519,0.383285599452679,0.424959251204273
12000,pop_2-8,pop_5-5,6,0.496933440101138,0.456060881953817,0.394318039795052,0.332349540693835,0.386235016153446,0.482641660934097,0.682170757919612,0.474271818442519,0.36597571070173,0.355965463575489
12000,pop_5-2,pop_5-5,3,0.504758035745263,0.367526615111197,0.298252711024025,0.276229985376428,0.330171825763322,0.452755653610621,0.377525437541122,0.501350990114656,0.351977463233894,0.240316306136851
12000,pop_2-2,pop_5-8,9,0.51728194198198,0.447848763674721,0.288163716814159,0.322174045617587,0.321280485587894,0.634079593289281,0.4827888332605,0.492993036392378,0.337556576983899,0.280220524199563
12000,pop_2-5,pop_5-8,6,0.425150285080792,0.314175969986359,0.382552063599742,0.194153253453676,0.429361275182423,0.592398271060765,0.432343096403212,0.690583043915045,0.374613813406287,0.252662395966266
12000,pop_2-8,pop_5-8,3,0.397263181525949,0.353125455649028,0.35455141188043,0.195949981400461,0.284067579955965,0.376883701239388,0.438946496155891,0.545615614601585,0.328530823331907,0.277333514478613
12000,pop_5-2,pop_5-8,6,0.62472722973075,0.623456623682538,0.345568626731057,0.297392154179635,0.256503787457118,0.404201238158097,0.39523204739808,0.868040970694975,0.513091894089912,0.285689907604122
12000,pop_5-5,pop_5-8,3,0.49971043029181,0.385689711716391,0.36799389635128,0.3600112226473,0.603408373658742,0.425268148897127,0.599010991670677,0.660283248571934,0.471067331264925,0.365542275959284
12000,pop_2-2,pop_8-2,6,0.408950903923503,0.437373126783493,0.392254170846503,0.407258234012828,0.430702001578041,0.463041622083937,0.563283463117193,0.197853813894396,0.301255562046132,0.378291826474019
12000,pop_2-5,pop_8-2,9,0.424891658698585,0.510469865197973,0.378857597257586,0.448752645706427,0.423002120145898,0.652017056229511,0.682054183101285,0.191493592262067,0.284917363076821,0.416144000776164
12000,pop_2-8,pop_8-2,12,0.328310253729163,0.383268378215948,0.480216536188733,0.316295787888798,0.522659943977865,0.608959573679509,0.61751957637136,0.370676337673586,0.322489785686885,0.386318573745686
12000,pop_5-2,pop_8-2,3,0.29467787114846,0.423635111658404,0.446150700210676,0.323076923076923,0.383797610625132,0.385599978718067,0.613453058589203,0.236822335643834,0.277389219570922,0.41275064031342
12000,pop_5-5,pop_8-2,6,0.524659694388853,0.681818365122991,0.441432687906145,0.429993628427949,0.356641919771241,0.413872567955962,0.591962141295751,0.543209004459237,0.458243502108318,0.421900741040476
12000,pop_5-8,pop_8-2,9,0.401500447078633,0.450579801194805,0.467459408752795,0.48935328545257,0.687283697077531,0.434487760506583,0.780090570955261,0.346987939662373,0.418368333337464,0.510370364348148
12000,pop_2-2,pop_8-5,9,0.435971319815275,0.429046171409207,0.282972592048807,0.394301841795241,0.366631053009207,0.620175438596491,0.365976269187084,0.212438173323516,0.27233400629554,0.302447731205275
12000,pop_2-5,pop_8-5,6,0.343161904721793,0.290022264961831,0.380083275890486,0.260575255921509,0.476283203969729,0.575862532327612,0.320283886327771,0.395086925379699,0.309435713781135,0.274747249719281
12000,pop_2-8,pop_8-5,9,0.311054061252808,0.329350214077155,0.351209155366605,0.264673324282964,0.327362747347368,0.354335067672235,0.330587167202575,0.258474646956837,0.265198045881199,0.299516657685493
12000,pop_5-2,pop_8-5,6,0.531015530117072,0.614582975734217,0.341814335997961,0.371471843720807,0.299232451831087,0.381462629316018,0.279424670164729,0.573113133461711,0.441442353273414,0.307924069065835
12000,pop_5-5,pop_8-5,3,0.41411999029866,0.364338143612915,0.364921375767979,0.435132266482498,0.659579860516138,0.4049458407603,0.487717116745901,0.37067063355435,0.403142581309149,0.388248318380953
12000,pop_5-8,pop_8-5,6,0.359846188787859,0.375773265134839,0.367322145433633,0.306518128510033,0.46899077944453,0.77654653221391,0.42201690598392,0.387552962033132,0.293335378291273,0.313041086179932
12000,pop_8-2,pop_8-5,3,0.329039599966571,0.415427462772804,0.339828827815763,0.312659468045441,0.318415415388843,0.550177584915062,0.429240272867024,0.25180982955475,0.247891092721853,0.337842057540064
12000,pop_2-2,pop_8-8,12,0.54294377427193,0.668798118429848,0.330314178696911,0.41607108601234,0.290125578065069,0.586074087093162,0.383551941970503,0.563850602953756,0.431749984562298,0.34628930997212
12000,pop_2-5,pop_8-8,9,0.42955414294853,0.442709467844803,0.352479708909004,0.473664543300638,0.655536948179078,0.585229307587754,0.594690951825588,0.36337049538507,0.39141151821318,0.426760108566272
12000,pop_2-8,pop_8-8,6,0.23050793325037,0.275169721043726,0.433727805423837,0.180913569301274,0.427124088395289,0.500461376769284,0.383482254894307,0.437879642260524,0.285580229162894,0.310168981986355
12000,pop_5-2,pop_8-8,9,0.449060849995672,0.553088842655452,0.428373462304748,0.281508797600192,0.39942220729168,0.534974699799725,0.335746175671432,0.773397052249548,0.467552703587718,0.31836401564486
12000,pop_5-5,pop_8-8,6,0.335011946084531,0.312118974511827,0.453411872930373,0.343868660840586,0.740941930225193,0.541756522711832,0.540171822003023,0.55527494159437,0.427193038418281,0.396051921907349
12000,pop_5-8,pop_8-8,3,0.422194401173335,0.602074957502496,0.397615215270953,0.28654090335263,0.253503831209986,0.266912410719973,0.345944467330329,0.620155064014502,0.419007627097687,0.343265186940758
12000,pop_8-2,pop_8-8,6,0.302153981552529,0.350247620608602,0.42064320031158,0.352163048212935,0.602521676113364,0.327935330527162,0.541155527738109,0.412589136889427,0.380574357473877,0.423232472574004
12000,pop_8-5,pop_8-8,3,0.526555291857533,0.610551603077187,0.414366396036652,0.457449540631795,0.573939936260706,0.353723209282097,0.51022447981903,0.739046569890873,0.565563375750236,0.432692850312584
